name,id,version,chainId,chainName,moduleName,contractAddress
OKX Web3,15151,115186,1,eth,dexRouter,0x156ACd2bc5fC336D59BAAE602a2BD9b5e20D6672
OKX Web3,15151,115186,42161,arb,dexRouter,0x01D8EDB8eF96119d6Bada3F50463DeE6fe863B4C
OKX Web3,15151,115186,43114,avax,dexRouter,0x38575264810371c15f0e5744fa2ab29cdef7245d
OKX Web3,15151,115186,8453,base,dexRouter,0x3D98f6F05E7940c056788Ff8492A943A0904240D
OKX Web3,15151,115186,56,bsc,dexRouter,0xc44Ad35B5A41C428c0eAE842F20F84D1ff6ed917
OKX Web3,15151,115186,169,manta,dexRouter,0x4f06A83A803029b3f01c401f2d8b8E82f099f3D4
OKX Web3,15151,115186,34443,mode,dexRouter,0xD1b8997AaC08c619d40Be2e4284c9C72cAB33954
OKX Web3,15151,115186,10,op,dexRouter,0x88156aAe243D7E2f8D92965581Ff169183D8355e
OKX Web3,15151,115186,137,polygon,dexRouter,0x5E8DF5b010D57e525562791717011D496676552A
OKX Web3,15151,115186,534352,scroll,dexRouter,0x88EDbF47032fB84E45D6CD6d8199F28C7aa77076
OKX Web3,15151,115186,146,S,dexRouter,0xC4617b5c33B588AA07Bc6f8E1Bcaa222378312Ca
OKX Web3,15151,115186,7000,zeta,dexRouter,0x927663e078bd642dbd4504300A30754A601e76B0
OKX Web3,15151,115186,324,zksync,dexRouter,0x6945C67f153a50fD0041c2F786664D89D0cC28Cb
OKX Web3,15151,115186,195,tron,dexRouter,TFMKD7FZKy6NeWxS3FA9fXnB8vd73y6irp
OKX Web3,15151,115186,250,ftm,dexRouter,0x411d2C093e4c2e69Bf0D8E94be1bF13DaDD879c6
OKX Web3,15151,115186,25,cro,dexRouter,0x411d2C093e4c2e69Bf0D8E94be1bF13DaDD879c6
OKX Web3,15151,115186,66,okc,dexRouter,0x411d2C093e4c2e69Bf0D8E94be1bF13DaDD879c6
OKX Web3,15151,115186,14,FLR,dexRouter,0x411d2C093e4c2e69Bf0D8E94be1bF13DaDD879c6
OKX Web3,15151,115186,1030,conflux,dexRouter,0x6747BcaF9bD5a5F0758Cbe08903490E45DdfACB5
OKX Web3,15151,115186,1101,polyzkevm,dexRouter,0x411d2C093e4c2e69Bf0D8E94be1bF13DaDD879c6
OKX Web3,15151,115186,59144,linea,dexRouter,0x7A7AD9aa93cd0A2D0255326E5Fb145CEc14997FF
OKX Web3,15151,115186,5000,mantle,dexRouter,0x411d2C093e4c2e69Bf0D8E94be1bF13DaDD879c6
OKX Web3,15151,115186,1088,metis,dexRouter,0x7A7AD9aa93cd0A2D0255326E5Fb145CEc14997FF
OKX Web3,15151,115186,4200,merlin,dexRouter,0x411d2C093e4c2e69Bf0D8E94be1bF13DaDD879c6
OKX Web3,15151,115186,81457,blast,dexRouter,0x411d2C093e4c2e69Bf0D8E94be1bF13DaDD879c6
OKX Web3,15151,115186,196,xlayer,dexRouter,0x411d2C093e4c2e69Bf0D8E94be1bF13DaDD879c6
OKX Web3,15151,115186,1329,sei,dexRouter,0x411d2C093e4c2e69Bf0D8E94be1bF13DaDD879c6
OKX Web3,15151,115186,33139,ape,dexRouter,0x411d2C093e4c2e69Bf0D8E94be1bF13DaDD879c6
OKX Web3,15151,115186,4689,iotx,dexRouter,0x7A7AD9aa93cd0A2D0255326E5Fb145CEc14997FF
